topic_id,DFID region,score,share,total_score,total_share,deviation,id,title,top_words,Topic ID,Aggregated meta-topic,Aggregated topic,Topic,color,short_title
213171,Northern Africa and Western Asia,0.18235738904589346,0.0013523865574036147,20.20282776066396,0.004040431367402612,0.3347134091459633,213171,"DTR, Diurnal temperature range","['dtr', 'diurnal', 'effect', 'rang', 'childhood', 'elder', 'nonaccident', 'modifi', 'hefei', 'nonlinear']",213171,Exposure,Heat,Diurnal temperature range,#fbb4ae,DTR
213187,Northern Africa and Western Asia,0.6081876636492103,0.004510400291434887,66.47240247747139,0.013294038993864084,0.33927990534078317,213187,"Household, Rural households","['household', 'stove', 'rural', 'fuel', 'cook', 'survey', 'use', 'incom', 'shock', 'biomass']",213187,Mediating pathways,Geographic exposure,Rural households,#b3cde3,Household
213133,Northern Africa and Western Asia,0.6630312869593187,0.004917127868046724,71.81708175693267,0.014362939351045193,0.3423482998756034,213133,"Flood, Floods","['flood', 'damag', 'river', 'flash', 'event', 'impact', 'peopl', 'fatal', 'area', 'dysenteri']",213133,Exposure,Extreme precipitation & flooding,Floods,#fbb4ae,Flood
213126,Northern Africa and Western Asia,0.7595323226790276,0.005632792334212205,76.53132476391538,0.015305756641011803,0.3680178945952353,213126,"Disaster, Natural disasters","['disast', 'natur', 'prepared', 'manag', 'respons', 'peopl', 'reduct', 'earthquak', 'emerg', 'affect']",213126,Intervention option,Disaster risk reduction,Disaster risk reduction,#ccebc5,Disaster
213164,Northern Africa and Western Asia,0.49346207661410935,0.0036595801381727575,46.02384840450523,0.009204463996085377,0.39758753358470006,213164,"Symptom, Symptoms","['symptom', 'depress', 'associ', 'respiratori', 'posttraumat', 'score', 'particip', 'report', 'parent', 'pts']",213164,Other,Methods,Symptoms,#bdbdbd,Symptom
213191,Northern Africa and Western Asia,0.7628708265180046,0.005657551120995101,67.48700510028993,0.013496952779560305,0.41917247643948635,213191,"China, China","['china', 'provinc', 'haze', 'hfrs', 'chines', 'region', 'control', 'north', 'guangzhou', 'mainland']",213191,Mediating pathways,Geographic exposure,China,#b3cde3,China
213143,Northern Africa and Western Asia,0.7619648428472836,0.005650832226060705,66.21897851994918,0.013243355885570813,0.4266918653313184,213143,"Water, Drinking water quality","['water', 'drink', 'sourc', 'suppli', 'contamin', 'qualiti', 'groundwat', 'sanit', 'sampl', 'coli']",213143,Health impact,WASH,Drinking water quality,#fed9a6,Water
213152,Northern Africa and Western Asia,0.5483911632574638,0.004066941522186848,46.77409061189666,0.009354507454545972,0.43475741955932196,213152,"Food, Food insecurity","['food', 'insecur', 'secur', 'hunger', 'nutrit', 'agricultur', 'product', 'africa', 'price', 'countri']",213152,Health impact,Food & nutrition,Food insecurity,#fed9a6,Food
213182,Northern Africa and Western Asia,0.6483373945028875,0.004808156014819483,53.732182020005915,0.01074607952136912,0.4474335040289087,213182,"Cold, Cold & extreme temperatures","['cold', 'spell', 'hot', 'wave', 'extrem', 'cvd', 'winter', 'effect', 'attribut', 'coldrel']",213182,Exposure,Heat,Cold & extreme temperatures,#fbb4ae,Cold
213190,Northern Africa and Western Asia,1.2816997577796643,0.009505255214048157,90.91773989170672,0.01818294411374672,0.5227566644095863,213190,"Energy, Energy policy & co-benefits","['energi', 'cost', 'polici', 'benefit', 'cobenefit', 'mitig', 'electr', 'reduc', 'reduct', 'econom']",213190,Intervention option,Mitigation co-benefits,Energy policy & co-benefits,#ccebc5,Energy
213181,Northern Africa and Western Asia,0.790594404469366,0.0058631528481349685,49.439581494319235,0.009887587927163528,0.5929811083679478,213181,"In-/out-door, Indoor/outdoor (pollution & heat)","['indoor', 'outdoor', 'home', 'build', 'hous', 'ventil', 'environ', 'school', 'humid', 'measur']",213181,Mediating pathways,Geographic exposure,Building design,#b3cde3,In-/out-door
213165,Northern Africa and Western Asia,0.6715818486454834,0.004980539966361585,39.178048074058076,0.007835349398970938,0.6356500154307999,213165,"PAH, Polycyclic aromatic hydrocarbons ","['pah', 'sourc', 'combust', 'aromat', 'hydrocarbon', 'polycycl', 'sampl', 'cancer', 'burn', 'biomass']",213165,Exposure,Emissions,PAH,#fbb4ae,PAH
213184,Northern Africa and Western Asia,0.9207542970277788,0.006828435856024471,49.81261672038124,0.00996219249472123,0.6854350445087992,213184,"Injury, Occupational injury","['injuri', 'worker', 'occup', 'work', 'accid', 'workplac', 'safeti', 'wbgt', 'ill', 'workrel']",213184,Health impact,Occupational health & injury,Occupational injury,#fed9a6,Injury
213179,Northern Africa and Western Asia,1.4449223213262332,0.010715735370406305,72.80364519362617,0.014560245485749277,0.7359584274107359,213179,"RCP, Greenhouse pathways","['scenario', 'project', 'rcp', 'futur', 'pathway', 'increas', 'simul', 'popul', 'global', 'model']",213179,Intervention option,Mitigation co-benefits,Greenhouse pathways,#ccebc5,RCP
213122,Northern Africa and Western Asia,2.8462611707258274,0.021108249938700058,142.9098677048138,0.02858102435096494,0.7385407072713057,213122,"Climate change, General climate change","['climat', 'chang', 'impact', 'global', 'increas', 'human', 'mitig', 'futur', 'affect', 'consequ']",213122,Exposure,General climate change,General climate change,#fbb4ae,Climate change
213158,Northern Africa and Western Asia,1.5911662098809474,0.011800299423547324,78.70620371077726,0.015740717985102157,0.7496671647834455,213158,"Vulnerability, Vulnerability","['vulner', 'social', 'hazard', 'indic', 'index', 'popul', 'livelihood', 'capac', 'assess', 'econom']",213158,Mediating pathways,Social vulnerability,Vulnerability,#b3cde3,Vulnerability
213157,Northern Africa and Western Asia,1.0314245551075687,0.0076491811524699565,47.965932484047656,0.009592867912907097,0.7973820990673778,213157,"Fire, Wildfires","['fire', 'wildfir', 'smoke', 'burn', 'forest', 'biomass', 'wildland', 'impact', 'qualiti', 'plume']",213157,Exposure,Drought,Wildfires,#fbb4ae,Fire
213159,Northern Africa and Western Asia,1.1116954864105564,0.008244481013980417,51.18802604005537,0.010237265223354273,0.805340179638238,213159,"Health facilities, Visit to health care facilities","['visit', 'emerg', 'outpati', 'depart', 'respiratori', 'room', 'increas', 'hospit', 'associ', 'daili']",213159,Health impact,Health system demand,Visits to health care facilities,#fed9a6,Health facilities
213144,Northern Africa and Western Asia,3.110301165827107,0.023066405524608456,139.5712953315662,0.02791333205070796,0.8263580099540079,213144,"Public health, Public health","['health', 'public', 'review', 'impact', 'research', 'system', 'environment', 'literatur', 'care', 'outcom']",213144,Health impact,Health system demand,Public health ,#fed9a6,Public health
213128,Northern Africa and Western Asia,1.6471215609088605,0.012215271720205432,71.45369474470817,0.01429026436217273,0.8547967630703922,213128,"Dengue, Dengue","['dengu', 'fever', 'outbreak', 'denv', 'epidem', 'aed', 'control', 'vector', 'serotyp', 'aegypti']",213128,Health impact,Infectious,Dengue,#fed9a6,Dengue
213149,Northern Africa and Western Asia,1.9789151103176856,0.014675896641418799,85.4803968727429,0.017095511624126414,0.8584648979271916,213149,"Extreme weather, Extreme weather events","['extrem', 'event', 'weather', 'precipit', 'frequenc', 'condit', 'increas', 'day', 'intens', 'impact']",213149,Exposure,Extreme precipitation & flooding,Extreme weather events,#fbb4ae,Extreme weather
213170,Northern Africa and Western Asia,2.551746174659006,0.01892408770804699,110.1009872376934,0.022019466170143255,0.8594253630774499,213170,"Risk, Risk assessment & risk perception","['risk', 'factor', 'percept', 'hazard', 'assess', 'high', 'relat', 'increas', 'map', 'higher']",213170,Other,Methods,Risk assessment & risk perception,#bdbdbd,Risk
213124,Northern Africa and Western Asia,2.217121792141653,0.01644246895344822,95.18658130320193,0.019036684042919173,0.8637254742673587,213124,"NOx/Vehicles, Emissions (NOx & vehicles)","['emiss', 'nox', 'vehicl', 'sourc', 'fuel', 'reduct', 'ship', 'carbon', 'contribut', 'transport']",213124,Exposure,Emissions,Emissions (Nox & vehicles),#fbb4ae,NOx/Vehicles
213162,Northern Africa and Western Asia,1.498569626668231,0.011113590894468376,63.38852402067381,0.012677283785251021,0.8766539491210353,213162,"Child, Child health","['children', 'child', 'age', 'school', 'childhood', 'parent', 'year', 'pneumonia', 'stunt', 'among']",213162,Health impact,Maternal & child health,Child health,#fed9a6,Child
213147,Northern Africa and Western Asia,1.0995170936934047,0.008154164440094216,45.511175759487806,0.009101932872191383,0.8958717400572322,213147,"Birth, Birth & pregnancy","['birth', 'preterm', 'pregnanc', 'gestat', 'women', 'matern', 'weight', 'week', 'deliveri', 'trimest']",213147,Health impact,Maternal & child health,Birth & pregnancy,#fed9a6,Birth
213138,Northern Africa and Western Asia,2.8818592975772934,0.02137225036376951,118.49610245605815,0.023698433454479754,0.9018423266171409,213138,"Model, Modelling & forecasting","['model', 'predict', 'forecast', 'use', 'data', 'variabl', 'develop', 'accuraci', 'error', 'estim']",213138,Other,Methods,Modeling & forecasting,#bdbdbd,Model
213175,Northern Africa and Western Asia,0.633186386652741,0.004695794133269961,25.616040573332043,0.005123037976033672,0.9166034207120032,213175,"Suicide, Suicide","['suicid', 'associ', 'rate', 'attempt', 'male', 'men', 'hang', 'adjust', 'sunshin', 'studi']",213175,Health impact,Mental health,Suicide,#fed9a6,Suicide
213185,Northern Africa and Western Asia,2.4234005543191044,0.0179722595833,96.81799649953197,0.019362956246523434,0.9281774618752686,213185,"Exposure, Exposure","['exposur', 'associ', 'estim', 'ambient', 'increas', 'person', 'shortterm', 'adjust', 'studi', 'use']",213185,Other,Methods,Exposure,#bdbdbd,Exposure
213188,Northern Africa and Western Asia,2.8040822229486775,0.02079544527376328,108.28745837567492,0.021656772442978173,0.960228276328675,213188,"Age & sex, Age & sex","['age', 'preval', 'group', 'year', 'women', 'among', 'older', 'adult', 'studi', 'particip']",213188,Mediating pathways,Demographic vulnerability,Age & Sex,#b3cde3,Age & sex
213135,Northern Africa and Western Asia,2.6395028318719653,0.019574902704677676,99.01311957294723,0.01980196628146543,0.988533281313569,213135,"Infectious, Infectious diseases general","['diseas', 'infecti', 'respiratori', 'cardiovascular', 'vectorborn', 'burden', 'heart', 'chronic', 'diarrheal', 'prevent']",213135,Health impact,Infectious,Infectious diseases general,#fed9a6,Infectious
213146,Northern Africa and Western Asia,2.905830874597311,0.02155002675490592,104.6009780477548,0.020919500862549095,1.0301405801457537,213146,"Seasonality, Seasonality ","['season', 'winter', 'summer', 'variat', 'dure', 'pattern', 'spring', 'dri', 'peak', 'raini']",213146,Exposure,General seasonality & weather,Seasonality,#fbb4ae,Seasonality
213142,Northern Africa and Western Asia,2.1606486880247666,0.01602365693128601,76.847227868478,0.015368935163734243,1.0426003337626604,213142,"Transmission, Transmission","['transmiss', 'outbreak', 'virus', 'wnv', 'epidem', 'zika', 'vector', 'spread', 'human', 'chikungunya']",213142,Health impact,Infectious,Transmission,#fed9a6,Transmission
213156,Northern Africa and Western Asia,1.0675887873451024,0.007917379890084885,37.92251643569399,0.007584251410386893,1.0439237126609173,213156,"Influenza, Influenza","['influenza', 'epidem', 'week', 'activ', 'virus', 'pandem', 'vaccin', 'ili', 'surveil', 'temper']",213156,Health impact,Infectious,Influenza,#fed9a6,Influenza
213168,Northern Africa and Western Asia,3.374623739856523,0.02502665675328634,119.85115659249975,0.023969435281662947,1.044107066320089,213168,"Spatial, Spatial analyses","['spatial', 'area', 'region', 'distribut', 'map', 'cluster', 'use', 'environment', 'geograph', 'data']",213168,Other,Methods,Spatial analyses,#bdbdbd,Spatial
213140,Northern Africa and Western Asia,3.3535769583654975,0.024870571033294427,116.62575375262,0.023324376136421226,1.0662909433388361,213140,"Temperature, Ambient temperature","['temperatur', 'effect', 'ambient', 'daili', 'mean', 'percentil', 'high', 'nonlinear', 'associ', 'minimum']",213140,Exposure,Heat,Ambient temperature,#fbb4ae,Temperature
213145,Northern Africa and Western Asia,2.744833617899568,0.020356049768966013,93.44365219501358,0.01868810979760512,1.0892514004586296,213145,"Temporal, Temporal analyses","['day', 'lag', 'associ', 'daili', 'effect', 'week', 'cumul', 'model', 'nonlinear', 'increas']",213145,Other,Methods,Temporal analyses,#bdbdbd,Temporal
213129,Northern Africa and Western Asia,2.738946316107517,0.02031238875887695,93.15580546361451,0.01863054236316836,1.0902736143116003,213129,"Urban, Urban areas","['urban', 'citi', 'uhi', 'area', 'island', 'green', 'rural', 'plan', 'land', 'space']",213129,Mediating pathways,Geographic exposure,Urban areas,#b3cde3,Urban
213161,Northern Africa and Western Asia,1.9804921850104984,0.014687592436284806,67.09987506349799,0.013419529343472639,1.0944938574488057,213161,"Patients, Patients","['patient', 'acut', 'medic', 'clinic', 'care', 'day', 'pressur', 'number', 'diabet', 'admit']",213161,Health impact,Health system demand,Patients,#fed9a6,Patients
213137,Northern Africa and Western Asia,2.152131826972627,0.015960494761338026,72.67621615891672,0.01453476052517557,1.098091346857277,213137,"Mosquito, Mosquito vector dynamics","['mosquito', 'vector', 'abund', 'speci', 'aed', 'aegypti', 'albopictus', 'popul', 'trap', 'densiti']",213137,Health impact,Infectious,Mosquito vector dynamics,#fed9a6,Mosquito
213131,Northern Africa and Western Asia,2.4487178770944307,0.018160016203253485,82.3526908903619,0.016469991201493773,1.1026123803640182,213131,"Heat stress, Heat stress","['heat', 'stress', 'heatrel', 'ill', 'extrem', 'worker', 'dure', 'wbgt', 'island', 'work']",213131,Health impact,Chronic,Heat stress,#fed9a6,Heat stress
213178,Northern Africa and Western Asia,1.6254979305343968,0.012054908012468151,54.35726863708769,0.010871092693036025,1.1088957065181198,213178,"Thermal stress, Thermal stress & comfort","['thermal', 'stress', 'comfort', 'index', 'indic', 'utci', 'pet', 'wbgt', 'condit', 'physiolog']",213178,Health impact,Chronic,Thermal stress & comfort,#fed9a6,Thermal stress
213163,Northern Africa and Western Asia,2.4938849547779096,0.01849498123546816,82.59280879847552,0.016518013188282492,1.119685583529385,213163,"Incidence, Disease incidence","['incid', 'rate', 'provinc', 'per', 'irr', 'annual', 'year', 'correl', 'week', 'increas']",213163,Other,Methods,Disease incidence,#bdbdbd,Incidence
213160,Northern Africa and Western Asia,1.864547587176321,0.013827731937431932,60.05113036504122,0.012009827220688139,1.1513680990857444,213160,"RSV, Respiratory viruses","['infect', 'rsv', 'respiratori', 'virus', 'preval', 'rate', 'syncyti', 'detect', 'viral', 'tract']",213160,Health impact,Respiratory,Respiratory viruses,#fed9a6,RSV
213153,Northern Africa and Western Asia,1.4534179064057053,0.010778739754922172,45.85873901566498,0.009171443214953851,1.1752501217417621,213153,"Ozone, Emissions (ozone)","['ozon', 'concentr', 'ppb', 'nox', 'tropospher', 'precursor', 'surfac', 'voc', 'groundlevel', 'nitrogen']",213153,Exposure,Emissions,Emissions (ozone),#fbb4ae,Ozone
213155,Northern Africa and Western Asia,0.9921765170774908,0.007358112502529015,31.117389400543868,0.006223271202184768,1.1823544665618695,213155,"Stroke, Stroke","['stroke', 'ischem', 'hemorrhag', 'associ', 'subtyp', 'day', 'onset', 'ich', 'sah', 'cerebrovascular']",213155,Health impact,Chronic,Stroke,#fed9a6,Stroke
213127,Northern Africa and Western Asia,2.3056429375947842,0.017098953496153847,72.18456023948877,0.014436432606808932,1.1844306666239095,213127,"Malaria, Malaria","['malaria', 'transmiss', 'falciparum', 'plasmodium', 'vivax', 'parasit', 'control', 'anophel', 'elimin', 'intervent']",213127,Health impact,Infectious,Malaria,#fed9a6,Malaria
213141,Northern Africa and Western Asia,2.0074886734940813,0.014887801971600705,61.206378268958005,0.012240869128455118,1.2162373288504922,213141,"Heatwave, Heatwaves","['heatwav', 'definit', 'dure', 'intens', 'day', 'durat', 'excess', 'period', 'warn', 'impact']",213141,Exposure,Heat,Heatwaves,#fbb4ae,Heatwave
